Year,State,Government_Function,Full_Time_Employment,Full_Time_Payroll
2020,AK,Police Protection - Other,285,1556747
2020,AK,Fire Protection Total,0,0
2020,AK,Fire Protection - Firefighters,0,0
2020,AK,Fire Protection - Other,0,0
2020,AK,Corrections,2086,14000871
2020,AK,Highways,2642,17104901
2020,AK,Air Transportation,0,0
2020,AK,Sea and Inland Port Facilities,0,0
2020,AK,Public Welfare,1662,9079413
2020,AK,Health,693,4456248
2020,AK,Hospitals,231,1365010
2020,AK,Social Insurance Administration,245,1304846
2020,AK,Solid Waste Management,0,0
2020,AK,Sewerage,0,0
2020,AK,Parks and Recreation,138,798195
2020,AK,Housing and Community Development,0,0
2020,AK,Natural Resources,1954,12233963
2020,AK,Water Supply,0,0
2020,AK,Electric Power,0,0
2020,AK,Gas Supply,0,0
2020,AK,Transit,0,0
2020,AK,Education Total,6336,38485604
2020,AK,Education - Elementary and Secondary Total,2672,13006024
2020,AK,Education - Elementary and Secondary Instructional,1954,10092953
2020,AK,Education - Elementary and Secondary Other,718,2913071
2020,AK,Education - Higher Education Total,3279,23162458
2020,AK,Education - Higher Education Instructional,1027,9476076
2020,AK,Education - Higher Education Other,2252,13686382
2020,AK,Education - Other,385,2317122
2020,AK,Libraries,0,0
2020,AK,State liquor stores,0,0
2020,AK,All other and unallocable,2009,13631490
2020,AZ,Total - All Government Employment Functions,62701,347156534
2020,AZ,Financial Administration,2145,10363540
2020,AZ,Other Government Administration,672,3289523
2020,AZ,Judicial and Legal,2339,11835444
2020,AZ,Police Protection Total,1956,11333374
2020,AZ,Police Protection - Persons with Power of Arrest,1189,7589196
2020,AZ,Police Protection - Other,767,3744178
2020,AZ,Fire Protection Total,0,0
2020,AZ,Fire Protection - Firefighters,0,0
2020,AZ,Fire Protection - Other,0,0
2020,AZ,Corrections,9014,37878676
2020,AZ,Highways,2469,10719838
2020,AZ,Air Transportation,0,0
2020,AZ,Sea and Inland Port Facilities,0,0
2020,AZ,Public Welfare,6494,24193600
2020,AZ,Health,2360,11195449
2020,AZ,Hospitals,558,2625822
2020,AZ,Social Insurance Administration,2183,7683749
2020,AZ,Solid Waste Management,0,0
2020,AZ,Sewerage,0,0
2020,AZ,Parks and Recreation,316,1076754
2020,AZ,Housing and Community Development,0,0
2020,AZ,Natural Resources,1515,6629483
2020,AZ,Water Supply,0,0
2020,AZ,Electric Power,6,49817
2020,AZ,Gas Supply,0,0
2020,AZ,Transit,0,0
2020,AZ,Education Total,27810,193732766
2020,AZ,Education - Elementary and Secondary Total,0,0
2020,AZ,Education - Elementary and Secondary Instructional,0,0
2020,AZ,Education - Elementary and Secondary Other,0,0
2020,AZ,Education - Higher Education Total,25928,185923086
2020,AZ,Education - Higher Education Instructional,8867,81829414
2020,AZ,Education - Higher Education Other,17061,104093672
2020,AZ,Education - Other,1882,7809680
2020,AZ,Libraries,0,0
2020,AZ,State liquor stores,0,0
2020,AZ,All other and unallocable,2864,14548699
2020,AR,Total - All Government Employment Functions,57578,271720880
2020,AR,Financial Administration,2147,9123695
2020,AR,Other Government Administration,797,4125449
2020,AR,Judicial and Legal,1533,6801414
2020,AR,Police Protection Total,1432,6187991
2020,AR,Police Protection - Persons with Power of Arrest,659,3413894
2020,AR,Police Protection - Other,773,2774097
2020,AR,Fire Protection Total,0,0
2020,AR,Fire Protection - Firefighters,0,0
2020,AR,Fire Protection - Other,0,0
2020,AR,Corrections,5470,19314321
2020,AR,Highways,3605,14008628
2020,AR,Air Transportation,5,26740
2020,AR,Sea and Inland Port Facilities,0,0
2020,AR,Public Welfare,4285,15745603
2020,AR,Health,3062,13425633
2020,AR,Hospitals,6955,30171002
2020,AR,Social Insurance Administration,1186,4933567
2020,AR,Solid Waste Management,0,0
2020,AR,Sewerage,0,0
2020,AR,Parks and Recreation,1233,3276436
2020,AR,Housing and Community Development,0,0
2020,AR,Natural Resources,1787,7220785
2020,AR,Water Supply,0,0
2020,AR,Electric Power,0,0
2020,AR,Gas Supply,0,0
2020,AR,Transit,0,0
2020,AR,Education Total,22301,130020005
2020,AR,Education - Elementary and Secondary Total,0,0
2020,AR,Education - Elementary and Secondary Instructional,0,0
2020,AR,Education - Elementary and Secondary Other,0,0
2020,AR,Education - Higher Education Total,21141,125098019
2020,AR,Education - Higher Education Instructional,6772,60765295
2020,AR,Education - Higher Education Other,14369,64332724
2020,AR,Education - Other,1160,4921986
2020,AR,Libraries,37,144653
2020,AR,State liquor stores,0,0
2020,AR,All other and unallocable,1743,7194958
2020,CA,Total - All Government Employment Functions,369611,2840259496
2020,CA,Financial Administration,26153,159767133
2020,CA,Other Government Administration,4103,28891334
2020,CA,Judicial and Legal,6282,51900181
2020,CA,Police Protection Total,10960,95863098
2020,CA,Police Protection - Persons with Power of Arrest,7766,78014908
2020,CA,Police Protection - Other,3194,17848190
2020,CA,Fire Protection Total,0,0
2020,CA,Fire Protection - Firefighters,0,0
2020,CA,Fire Protection - Other,0,0
2020,CA,Corrections,60692,528633564
2020,CA,Highways,19697,179610059
2020,CA,Air Transportation,0,0
2020,CA,Sea and Inland Port Facilities,0,0
2020,CA,Public Welfare,8641,50866815
2020,CA,Health,15695,118024852
2020,CA,Hospitals,32061,316276746
2020,CA,Social Insurance Administration,12662,79618216
2020,CA,Solid Waste Management,680,4826106
2020,CA,Sewerage,0,0
2020,CA,Parks and Recreation,2326,14641694
2020,CA,Housing and Community Development,0,0
2020,CA,Natural Resources,15386,114611116
2020,CA,Water Supply,0,0
2020,CA,Electric Power,0,0
2020,CA,Gas Supply,0,0
2020,CA,Transit,0,0
2020,CA,Education Total,135981,969909506
2020,CA,Education - Elementary and Secondary Total,0,0
2020,CA,Education - Elementary and Secondary Instructional,0,0
2020,CA,Education - Elementary and Secondary Other,0,0
2020,CA,Education - Higher Education Total,131898,944953689
2020,CA,Education - Higher Education Instructional,32649,351217656
2020,CA,Education - Higher Education Other,99249,593736033
2020,CA,Education - Other,4083,24955817
2020,CA,Libraries,0,0
2020,CA,State liquor stores,0,0
2020,CA,All other and unallocable,18292,126819076
2020,CO,Total - All Government Employment Functions,72310,477135987
2020,CO,Financial Administration,3074,18793423
2020,CO,Other Government Administration,485,2664850
2020,CO,Judicial and Legal,5105,32503839
2020,CO,Police Protection Total,1427,10817279
2020,CO,Police Protection - Persons with Power of Arrest,843,7227647
2020,CO,Police Protection - Other,584,3589632
2020,CO,Fire Protection Total,0,0
2020,CO,Fire Protection - Firefighters,0,0
2020,CO,Fire Protection - Other,0,0
2020,CO,Corrections,7385,36079373
2020,CO,Highways,3003,15966593
2020,CO,Air Transportation,0,0
2020,CO,Sea and Inland Port Facilities,0,0
2020,CO,Public Welfare,2264,11684550
2020,CO,Health,1450,9250924
2020,CO,Hospitals,3813,19068911
2020,CO,Social Insurance Administration,1159,5924849
2020,CO,Solid Waste Management,0,0
2020,CO,Sewerage,0,0
2020,CO,Parks and Recreation,1075,5880881
2020,CO,Housing and Community Development,0,0
2020,CO,Natural Resources,1070,6383230
2020,CO,Water Supply,0,0
2020,CO,Electric Power,0,0
2020,CO,Gas Supply,0,0
2020,CO,Transit,0,0
2020,CO,Education Total,39186,291208232
2020,CO,Education - Elementary and Secondary Total,0,0
2020,CO,Education - Elementary and Secondary Instructional,0,0
2020,CO,Education - Elementary and Secondary Other,0,0
2020,CO,Education - Higher Education Total,38438,286571110
2020,CO,Education - Higher Education Instructional,16964,171243315
2020,CO,Education - Higher Education Other,21474,115327795
2020,CO,Education - Other,748,4637122
2020,CO,Libraries,0,0
2020,CO,State liquor stores,0,0
2020,CO,All other and unallocable,1814,10909053
2020,CT,Total - All Government Employment Functions,49757,342878820
2020,CT,Financial Administration,1404,10105749
2020,CT,Other Government Administration,1252,8697097
2020,CT,Judicial and Legal,5171,36290777
2020,CT,Police Protection Total,1689,15627610
2020,CT,Police Protection - Persons with Power of Arrest,1078,11485262
2020,CT,Police Protection - Other,611,4142348
2020,CT,Fire Protection Total,0,0
2020,CT,Fire Protection - Firefighters,0,0
2020,CT,Fire Protection - Other,0,0
2020,CT,Corrections,6202,32817180
2020,CT,Highways,3104,19276256
2020,CT,Air Transportation,147,1024186
2020,CT,Sea and Inland Port Facilities,0,0
2020,CT,Public Welfare,4897,31767565
2020,CT,Health,2924,18535160
2020,CT,Hospitals,4590,30569118
2020,CT,Social Insurance Administration,446,3295446
2020,CT,Solid Waste Management,29,255770
2020,CT,Sewerage,0,0
2020,CT,Parks and Recreation,258,933441
2020,CT,Housing and Community Development,40,298240
2020,CT,Natural Resources,643,4045343
2020,CT,Water Supply,0,0
2020,CT,Electric Power,0,0
2020,CT,Gas Supply,0,0
2020,CT,Transit,0,0
2020,CT,Education Total,14986,115392433
2020,CT,Education - Elementary and Secondary Total,0,0
2020,CT,Education - Elementary and Secondary Instructional,0,0
2020,CT,Education - Elementary and Secondary Other,0,0
2020,CT,Education - Higher Education Total,12366,96703052
2020,CT,Education - Higher Education Instructional,4861,46776573
2020,CT,Education - Higher Education Other,7505,49926479
2020,CT,Education - Other,2620,18689381
2020,CT,Libraries,0,0
2020,CT,State liquor stores,0,0
2020,CT,All other and unallocable,1975,13947449
2020,DE,Total - All Government Employment Functions,22998,122441915
2020,DE,Financial Administration,782,2907326
2020,DE,Other Government Administration,558,2398481
2020,DE,Judicial and Legal,1827,9044629
2020,DE,Police Protection Total,1094,8387001
2020,DE,Police Protection - Persons with Power of Arrest,871,7204869
2020,DE,Police Protection - Other,223,1182132
2020,DE,Fire Protection Total,0,0
2020,DE,Fire Protection - Firefighters,0,0
2020,DE,Fire Protection - Other,0,0
2020,DE,Corrections,2824,13443978
2020,DE,Highways,1507,5620395
2020,DE,Air Transportation,0,0
2020,DE,Sea and Inland Port Facilities,0,0
2020,DE,Public Welfare,1437,4920231
2020,DE,Health,1874,7268468
2020,DE,Hospitals,1155,4092452
2020,DE,Social Insurance Administration,258,822623
2020,DE,Solid Waste Management,101,515327
2020,DE,Sewerage,0,0
2020,DE,Parks and Recreation,326,946108
2020,DE,Housing and Community Development,0,0
2020,DE,Natural Resources,418,2081648
2020,DE,Water Supply,0,0
2020,DE,Electric Power,0,0
2020,DE,Gas Supply,0,0
2020,DE,Transit,964,4792284
2020,DE,Education Total,6407,48535287
2020,DE,Education - Elementary and Secondary Total,0,0
2020,DE,Education - Elementary and Secondary Instructional,0,0
2020,DE,Education - Elementary and Secondary Other,0,0
2020,DE,Education - Higher Education Total,6080,46442105
2020,DE,Education - Higher Education Instructional,1652,17416669
2020,DE,Education - Higher Education Other,4428,29025436
2020,DE,Education - Other,327,2093182
2020,DE,Libraries,0,0
2020,DE,State liquor stores,0,0
2020,DE,All other and unallocable,1466,6665677
2020,FL,Total - All Government Employment Functions,163603,787864348
2020,FL,Financial Administration,6004,24486612
2020,FL,Other Government Administration,1883,16140287
2020,FL,Judicial and Legal,19324,86837334
2020,FL,Police Protection Total,4161,18045375
2020,FL,Police Protection - Persons with Power of Arrest,2303,10020551
2020,FL,Police Protection - Other,1858,8024824
2020,FL,Fire Protection Total,0,0
2020,FL,Fire Protection - Firefighters,0,0
2020,FL,Fire Protection - Other,0,0
2020,FL,Corrections,23245,74366707
2020,FL,Highways,5961,28951911
2020,FL,Air Transportation,0,0
2020,FL,Sea and Inland Port Facilities,0,0
2020,FL,Public Welfare,9053,29049322
2020,FL,Health,16761,52738287
2020,FL,Hospitals,3938,14039800
2020,FL,Social Insurance Administration,2301,8284593
2020,FL,Solid Waste Management,0,0
2020,FL,Sewerage,0,0
2020,FL,Parks and Recreation,1216,3320935
2020,FL,Housing and Community Development,0,0
2020,FL,Natural Resources,7724,28728363
2020,FL,Water Supply,0,0
2020,FL,Electric Power,0,0
2020,FL,Gas Supply,0,0
2020,FL,Transit,727,3979988
2020,FL,Education Total,55576,377342046
2020,FL,Education - Elementary and Secondary Total,0,0
2020,FL,Education - Elementary and Secondary Instructional,0,0
2020,FL,Education - Elementary and Secondary Other,0,0
2020,FL,Education - Higher Education Total,52908,367474012
2020,FL,Education - Higher Education Instructional,15457,182788664
2020,FL,Education - Higher Education Other,37451,184685348
2020,FL,Education - Other,2668,9868034
2020,FL,Libraries,0,0
2020,FL,State liquor stores,0,0
2020,FL,All other and unallocable,5729,21552788
2020,GA,Total - All Government Employment Functions,111280,548432548
2020,GA,Financial Administration,2791,14650363
2020,GA,Other Government Administration,1347,5655760
2020,GA,Judicial and Legal,3584,18620331
2020,GA,Police Protection Total,2734,13044837
2020,GA,Police Protection - Persons with Power of Arrest,1535,8319256
2020,GA,Police Protection - Other,1199,4725581
2020,GA,Fire Protection Total,0,0
2020,GA,Fire Protection - Firefighters,0,0
2020,GA,Fire Protection - Other,0,0
2020,GA,Corrections,13677,44333076
2020,GA,Highways,3980,15956468
2020,GA,Air Transportation,2,10841
2020,GA,Sea and Inland Port Facilities,1374,9669674
2020,GA,Public Welfare,6686,21679965
2020,GA,Health,3538,16666194
2020,GA,Hospitals,7691,34195007
2020,GA,Social Insurance Administration,1042,3505471
2020,GA,Solid Waste Management,0,0
2020,GA,Sewerage,0,0
2020,GA,Parks and Recreation,2752,8022762
2020,GA,Housing and Community Development,0,0
2020,GA,Natural Resources,4211,17605064
2020,GA,Water Supply,0,0
2020,GA,Electric Power,0,0
2020,GA,Gas Supply,0,0
2020,GA,Transit,0,0
2020,GA,Education Total,53967,316168094
2020,GA,Education - Elementary and Secondary Total,0,0
2020,GA,Education - Elementary and Secondary Instructional,0,0
2020,GA,Education - Elementary and Secondary Other,0,0
2020,GA,Education - Higher Education Total,50846,300847754
2020,GA,Education - Higher Education Instructional,15591,119479078
2020,GA,Education - Higher Education Other,35255,181368676
2020,GA,Education - Other,3121,15320340
2020,GA,Libraries,0,0
2020,GA,State liquor stores,0,0
2020,GA,All other and unallocable,1904,8648641
2020,HI,Total - All Government Employment Functions,51217,278000077
2020,HI,Financial Administration,710,3437132
2020,HI,Other Government Administration,921,4767576
2020,HI,Judicial and Legal,2641,15430939
2020,HI,Police Protection Total,0,0
2020,HI,Police Protection - Persons with Power of Arrest,0,0
2020,HI,Police Protection - Other,0,0
2020,HI,Fire Protection Total,0,0
2020,HI,Fire Protection - Firefighters,0,0
2020,HI,Fire Protection - Other,0,0
2020,HI,Corrections,2306,13704698
2020,HI,Highways,778,4489486
2020,HI,Air Transportation,1089,5746528
2020,HI,Sea and Inland Port Facilities,228,1163760
2020,HI,Public Welfare,410,1958510
2020,HI,Health,2032,11347036
2020,HI,Hospitals,2704,17435443
2020,HI,Social Insurance Administration,165,835486
2020,HI,Solid Waste Management,0,0
2020,HI,Sewerage,0,0
2020,HI,Parks and Recreation,148,657158
2020,HI,Housing and Community Development,0,0
2020,HI,Natural Resources,947,4775380
2020,HI,Water Supply,0,0
2020,HI,Electric Power,0,0
2020,HI,Gas Supply,0,0
